Identity	Male=1	Born_USA?	Born_White?	Name_Change?	Genre=drama	Birth	Final	Alive	?Films	?FourStar_Films	?Wins	?Noms	FirstFilm_Year	FirstWin_Year	FirstNom_Year
986	0	Yes	No	No	Yes	1902	1962	0	128	7	0	0	1923	NA	NA
987	0	Yes	Yes	No	Yes	1934	2001	1	56	6	1	1	1974	1975	1975
988	0	Yes	Yes	Yes	Yes	1878	1965	0	41	6	0	1	1922	NA	1928
989	0	No	Yes	No	No	1879	1962	0	36	11	0	1	1933	NA	1943
990	0	No	Yes	No	Yes	1914	2001	1	12	2	2	2	1935	1936	1936
991	1	Yes	Yes	No	Yes	1903	1984	0	33	4	0	0	1937	NA	NA
992	1	Yes	Yes	No	Yes	1905	1967	0	42	5	0	0	1941	NA	NA
993	0	Yes	Yes	No	Yes	1940	2001	1	14	1	0	0	1964	NA	NA
994	0	Yes	Yes	No	Yes	1930	2001	1	19	5	0	1	1968	NA	1968
995	0	No	Yes	No	No	1887	1983	0	3	1	0	1	1931	NA	1932
996	0	No	Yes	No	Yes	1943	2001	1	53	8	0	2	1959	NA	1966
997	0	No	Yes	Yes	No	1963	2001	1	35	4	0	0	1975	NA	NA
998	1	Yes	Yes	No	Yes	1935	2001	1	115	18	0	0	1969	NA	NA
999	0	Yes	Yes	No	No	1901	1982	0	29	4	0	0	1928	NA	NA
1000	0	Yes	Yes	No	No	1942	1999	0	36	8	0	2	1968	NA	1973
1001	0	No	Yes	Yes	Yes	1926	2001	1	15	1	0	0	1956	NA	NA
1002	0	Yes	Yes	Yes	Yes	1910	1992	0	82	8	0	0	1929	NA	NA
1003	0	No	Yes	No	Yes	1895	1968	0	133	30	0	0	1909	NA	NA
1004	0	Yes	Yes	No	Yes	1928	1978	0	4	0	0	1	1953	NA	1953
1005	0	No	Yes	No	No	1934	2001	1	35	9	2	5	1959	1969	1964
1006	1	Yes	Yes	Yes	No	1933	2001	1	52	8	0	1	1965	NA	1966
1007	1	Yes	Yes	No	Yes	1907	1992	0	37	9	0	0	1954	NA	NA
1008	1	Yes	Yes	No	Yes	1910	2001	1	145	10	0	0	1932	NA	NA
1009	1	No	Yes	Yes	Yes	1923	1996	0	121	8	0	3	1949	NA	1962
1010	0	Yes	Yes	No	Yes	1924	2001	1	37	4	0	0	1931	NA	NA
1011	0	Yes	Yes	No	Yes	1959	2001	1	44	9	0	1	1978	NA	1995
1012	0	Yes	No	No	Yes	1940	2001	1	29	4	0	1	1949	NA	1985
1013	0	No	Yes	No	Yes	1923	1996	0	10	1	0	0	1968	NA	NA
1014	0	No	Yes	No	Yes	1922	1976	0	32	5	0	1	1948	NA	1971
1015	0	No	Yes	No	No	1906	1996	0	6	1	0	0	1929	NA	NA
1016	0	No	Yes	No	No	1892	1972	0	47	9	1	1	1937	1963	1963
1017	0	Yes	Yes	Yes	Yes	1911	1960	0	17	3	0	1	1933	NA	1938
1018	0	Yes	Yes	No	Yes	1950	2001	1	16	0	0	0	1962	NA	NA
1019	0	No	Yes	No	Yes	1881	1956	0	20	4	0	1	1929	NA	1941
1020	0	Yes	Yes	No	Yes	1935	2001	1	45	3	0	0	1955	NA	NA
1021	0	Yes	Yes	No	No	1929	2001	1	8	0	0	0	1948	NA	NA
1022	0	No	Yes	No	Yes	1876	1949	0	21	9	0	2	1936	NA	1936
1023	0	No	Yes	No	Yes	1926	2001	1	50	4	0	0	1948	NA	NA
1024	0	Yes	Yes	No	Yes	1967	2001	1	7	1	0	1	1991	NA	1996
1025	0	No	Yes	Yes	No	1869	1934	0	30	3	1	2	1914	1931	1930
1026	0	No	Yes	No	Yes	1922	2001	1	15	4	0	0	1956	NA	NA
1027	0	Yes	Yes	No	Yes	1898	1983	0	3	1	0	0	1926	NA	NA
1028	0	No	Yes	No	Yes	1944	2001	1	36	3	0	1	1969	NA	1976
1029	0	No	Yes	No	Yes	1944	2001	1	46	4	0	0	1962	NA	NA
1030	0	Yes	Yes	No	Yes	1961	2001	1	25	3	0	1	1976	NA	1979
1031	0	Yes	Yes	No	No	1924	1981	0	9	1	0	0	1941	NA	NA
1032	0	Yes	Yes	No	No	1920	2001	1	1	0	0	0	1994	NA	NA
1033	0	Yes	Yes	No	No	1916	1985	0	64	6	0	0	1938	NA	NA
1034	0	Yes	Yes	No	Yes	1947	2001	1	24	4	0	0	1961	NA	NA
1035	0	No	Yes	No	Yes	1932	2001	1	17	2	0	1	1952	NA	1955
1036	0	Yes	Yes	No	Yes	1963	2001	1	11	1	0	0	1985	NA	NA
1037	1	No	Yes	No	Yes	1912	1998	0	58	7	0	0	1936	NA	NA
1038	0	Yes	Yes	No	Yes	1900	1986	0	19	3	0	0	1946	NA	NA
1039	0	Yes	Yes	No	No	1890	1975	0	88	12	0	1	1931	NA	1947
1040	0	Yes	Yes	No	Yes	1889	1970	0	59	5	0	2	1917	NA	1931
1041	0	Yes	Yes	No	Yes	1938	2001	1	8	1	0	0	1961	NA	NA
1042	0	Yes	Yes	No	Yes	1965	2001	1	9	2	1	1	1986	1986	1986
1043	0	No	Yes	No	Yes	1904	1992	0	50	13	0	1	1919	NA	1931
1044	1	Yes	Yes	No	Yes	1924	2001	1	45	19	2	8	1950	1954	1951
1045	0	Yes	Yes	No	No	1931	2001	1	6	5	0	0	1956	NA	NA
1046	0	Yes	Yes	No	Yes	1917	2001	1	74	7	0	0	1935	NA	NA
1047	0	Yes	Yes	No	Yes	1942	2001	1	23	5	0	4	1966	NA	1973
1048	1	Yes	Yes	No	Yes	1896	1971	0	25	4	0	0	1949	NA	NA
1049	0	Yes	Yes	No	Yes	1924	2001	1	76	4	0	1	1946	NA	1958
1050	0	Yes	Yes	No	Yes	1914	2001	1	40	6	0	1	1940	NA	1940
1051	0	Yes	Yes	No	Yes	1907	1983	0	29	2	0	0	1923	NA	NA
1052	1	Yes	Yes	No	Yes	1919	1996	0	104	19	1	1	1954	1965	1965
1053	1	No	Yes	No	Yes	1918	2001	1	76	4	0	0	1948	NA	NA
1054	1	Yes	Yes	No	No	1928	2001	1	82	6	1	3	1959	1994	1988
1055	1	Yes	Yes	No	Yes	1942	2001	1	53	17	0	0	1963	NA	NA
1056	0	Yes	Yes	No	Yes	1920	2001	1	30	7	0	0	1939	NA	NA
1057	0	Yes	Yes	Yes	Yes	1906	1987	0	118	13	1	1	1921	1941	1931
1058	0	Yes	Yes	No	Yes	1952	2001	1	3	1	0	1	1962	NA	1962
1059	0	Yes	Yes	Yes	Yes	1948	2001	1	20	3	0	0	1976	NA	NA
1060	0	Yes	Yes	No	Yes	1907	2001	1	45	1	0	0	1928	NA	NA
1061	0	Yes	Yes	No	Yes	1958	2001	1	13	0	0	1	1983	NA	1986
1062	0	Yes	Yes	No	No	1905	1969	0	127	19	0	0	1931	NA	NA
1063	0	No	Yes	Yes	Yes	1882	1963	0	181	22	0	0	1922	NA	NA
1064	0	Yes	Yes	No	No	1947	2001	1	45	10	0	0	1972	NA	NA
1065	0	Yes	Yes	No	Yes	1899	1985	0	60	7	0	0	1916	NA	NA
1066	0	Yes	Yes	No	No	1923	1980	0	13	2	0	0	1938	NA	NA
1067	0	Yes	Yes	No	Yes	1952	2001	1	14	3	0	2	1982	NA	1990
1068	0	No	Yes	Yes	Yes	1893	1979	0	208	8	1	1	1908	1929	1929
1069	0	Yes	Yes	No	Yes	1953	2001	1	35	4	1	1	1978	1980	1980
1070	0	Yes	Yes	No	No	1907	1989	0	122	7	0	0	1934	NA	NA
1071	0	Yes	Yes	No	No	1936	2001	1	37	4	0	1	1959	NA	1980
1072	0	No	Yes	No	Yes	1933	1975	0	10	2	0	1	1955	NA	1960
1073	0	Yes	Yes	No	Yes	1964	2001	1	16	3	0	0	1988	NA	NA
1074	1	No	Yes	No	Yes	1918	2001	1	54	6	0	0	1940	NA	NA
1075	1	Yes	Yes	No	Yes	1953	1994	0	10	1	0	1	1980	NA	1995
1076	1	Yes	Yes	No	Yes	1971	2001	1	13	2	0	1	1988	NA	1997
1077	0	No	Yes	No	No	1875	1960	0	103	3	0	0	1918	NA	NA
1078	0	No	Yes	No	No	1946	2001	1	14	2	0	0	1968	NA	NA
1079	0	Yes	Yes	No	Yes	1952	2001	1	3	1	0	0	1962	NA	NA
1080	0	Yes	Yes	No	Yes	1925	2001	1	46	11	1	4	1958	1981	1958
1081	1	Yes	Yes	No	Yes	1891	1938	0	58	3	0	0	1928	NA	NA
1082	1	No	Yes	No	No	1888	1972	0	52	10	0	2	1922	NA	1930
1083	1	Yes	Yes	No	Yes	1910	1985	0	7	4	0	0	1976	NA	NA
1084	1	No	Yes	No	Yes	1929	2001	1	97	17	0	1	1949	NA	1988
1085	1	No	Yes	No	Yes	1901	1975	0	105	15	0	0	1931	NA	NA
1086	1	No	Yes	No	Yes	1930	2001	1	58	10	1	3	1955	1961	1961
1087	0	Yes	Yes	No	Yes	1916	1990	0	12	1	0	0	1945	NA	NA
1088	0	No	Yes	Yes	Yes	1858	1942	0	63	9	0	1	1915	NA	1933
1089	0	No	Yes	No	Yes	1865	1948	0	29	9	0	2	1937	NA	1937
1090	0	No	Yes	No	Yes	1923	2001	1	8	3	0	0	1978	NA	NA
1091	0	Yes	Yes	No	Yes	1960	2001	1	20	4	0	1	1980	NA	1985
1092	1	Yes	Yes	Yes	No	1926	2001	1	32	5	0	0	1962	NA	NA
1093	0	Yes	Yes	No	Yes	1957	2001	1	37	4	0	1	1973	NA	1988
1094	0	Yes	Yes	No	Yes	1952	2001	1	27	4	0	0	1969	NA	NA
1095	0	No	Yes	No	Yes	1920	1994	0	18	2	0	1	1955	NA	1960
1096	0	Yes	Yes	No	Yes	1939	2001	1	35	5	0	2	1969	NA	1977
1097	0	Yes	Yes	No	No	1951	2001	1	5	0	0	0	1978	NA	NA
1098	0	Yes	Yes	No	Yes	1957	2001	1	14	3	0	0	1979	NA	NA
1099	1	Yes	Yes	Yes	Yes	1901	1981	0	90	15	2	3	1931	1963	1963
1100	0	Yes	Yes	No	Yes	1918	2001	1	33	6	1	2	1949	1949	1949
1101	0	Yes	Yes	No	No	1954	2001	1	20	3	1	1	1979	1991	1991
1102	0	No	Yes	Yes	Yes	1911	1979	0	54	7	0	1	1930	NA	1935
1103	0	Yes	Yes	No	Yes	1949	2001	1	44	16	2	12	1977	1979	1978
1104	1	No	Yes	Yes	No	1905	1967	0	134	15	0	1	1928	NA	1936
1105	1	Yes	Yes	No	No	1922	2001	1	85	6	0	0	1944	NA	NA
1106	1	No	Yes	Yes	Yes	1933	2001	1	96	11	2	5	1956	1986	1966
1107	1	Yes	Yes	No	Yes	1935	2001	1	38	12	0	0	1970	NA	NA
1108	1	No	Yes	No	Yes	1891	1955	0	13	1	0	1	1927	NA	1945
1109	1	Yes	Yes	Yes	Yes	1925	2001	1	49	2	0	0	1952	NA	NA
1110	1	Yes	Yes	No	Yes	1927	2001	1	63	7	0	0	1959	NA	NA
1111	1	Yes	Yes	No	Yes	1944	2001	1	39	8	1	1	1969	1987	1987
1112	1	Yes	Yes	No	Yes	1934	1973	0	22	2	0	1	1960	NA	1965
1113	1	Yes	Yes	No	Yes	1922	2001	1	42	6	0	0	1958	NA	NA
1114	1	No	Yes	No	Yes	1911	1995	0	122	20	0	0	1941	NA	NA
1115	1	Yes	Yes	Yes	No	1939	2001	1	51	5	0	1	1962	NA	1967
1116	1	Yes	Yes	No	Yes	1952	2001	1	21	4	0	0	1979	NA	NA
1117	1	Yes	Yes	No	Yes	1941	2001	1	73	9	0	1	1969	NA	1991
1118	1	Yes	Yes	No	No	1931	2001	1	30	5	0	0	1970	NA	NA
1119	1	No	Yes	No	Yes	1957	2001	1	13	2	0	0	1980	NA	NA
1120	1	No	Yes	No	Yes	1889	1975	0	62	10	0	0	1928	NA	NA
1121	1	Yes	Yes	No	Yes	1925	2001	1	14	1	0	0	1943	NA	NA
1122	1	Yes	Yes	No	Yes	1941	2001	1	33	4	0	0	1971	NA	NA
1123	1	Yes	Yes	No	Yes	1955	2001	1	30	5	0	1	1975	NA	1980
1124	1	Yes	Yes	No	Yes	1938	2001	1	60	5	0	0	1958	NA	NA
1125	1	No	Yes	No	Yes	1908	1985	0	63	18	0	1	1936	NA	1947
1126	1	Yes	Yes	No	No	1907	1961	0	50	2	0	0	1933	NA	NA
1127	1	No	Yes	No	Yes	1921	2001	1	4	2	0	0	1965	NA	NA
1128	1	Yes	Yes	No	Yes	1923	1995	0	30	6	0	1	1957	NA	1974
1129	1	No	Yes	No	Yes	1935	2001	0	23	8	0	0	1962	NA	NA
1130	0	Yes	Yes	No	Yes	1957	2001	1	31	3	0	3	1980	NA	1988
1131	1	Yes	Yes	Yes	Yes	1920	2001	1	205	30	0	4	1927	NA	1939
1132	1	Yes	Yes	No	No	1920	1985	0	32	3	0	0	1952	NA	NA
1133	1	Yes	Yes	No	Yes	1939	2001	1	40	7	0	0	1967	NA	NA
1134	1	No	Yes	No	Yes	1948	2001	1	18	0	0	1	1973	NA	1977
1135	0	Yes	Yes	No	Yes	1904	1991	0	38	8	0	2	1945	NA	1951
1136	0	Yes	Yes	No	Yes	1908	1994	0	36	9	0	1	1940	NA	1967
1137	0	No	Yes	No	Yes	1900	1980	0	1	0	0	1	1938	NA	1938
1138	1	No	Yes	No	No	1900	1953	0	26	8	0	0	1931	NA	NA
1139	1	No	Yes	No	No	1926	2001	1	40	4	0	0	1952	NA	NA
1140	0	Yes	Yes	No	No	1896	1966	0	160	17	0	0	1934	NA	NA
1141	0	Yes	Yes	No	Yes	1892	1973	0	78	10	0	0	1929	NA	NA
1142	0	No	Yes	No	Yes	1972	2001	1	9	4	0	1	1990	NA	1997
1143	0	Yes	Yes	No	Yes	1967	2001	1	15	3	1	1	1993	1995	1995
1144	0	No	Yes	No	Yes	1958	2001	1	29	3	0	2	1985	NA	1992
1145	0	Yes	Yes	No	Yes	1902	1984	0	37	8	0	1	1930	NA	1935
1146	0	No	Yes	No	No	1925	2001	1	26	7	0	0	1952	NA	NA
1147	0	Yes	Yes	No	Yes	1964	2001	1	20	2	1	1	1984	1992	1992
1148	0	No	No	No	Yes	1929	2001	1	5	1	1	1	1957	1957	1957
1149	0	No	Yes	No	No	1910	2001	1	52	2	0	0	1931	NA	NA
1150	0	Yes	Yes	No	Yes	1906	1977	0	20	3	0	0	1949	NA	NA
1151	0	Yes	Yes	No	Yes	1926	2001	1	38	3	0	0	1944	NA	NA
1152	0	No	Yes	No	Yes	1903	1988	0	49	8	0	0	1949	NA	NA
1153	1	No	Yes	No	Yes	1877	1943	0	143	18	0	0	1914	NA	NA
1154	1	Yes	Yes	No	Yes	1890	1963	0	215	29	0	0	1915	NA	NA
1155	1	Yes	Yes	No	Yes	1920	1966	0	20	11	0	4	1948	NA	1948
1156	1	Yes	Yes	No	No	1888	1963	0	28	6	0	2	1936	NA	1942
1157	1	Yes	No	No	Yes	1937	2001	1	44	11	0	3	1971	NA	1987
1158	1	Yes	Yes	No	Yes	1889	1954	0	100	18	0	0	1931	NA	NA
1159	1	Yes	No	No	Yes	1929	1993	0	45	10	0	0	1964	NA	NA
1160	1	No	Yes	No	Yes	1932	2001	1	41	5	0	0	1961	NA	NA
1161	0	Yes	Yes	No	Yes	1939	1973	0	6	2	0	0	1955	NA	NA
1162	0	Yes	Yes	Yes	Yes	1905	1993	0	127	22	0	0	1925	NA	NA
1163	0	No	Yes	No	No	1905	1992	0	11	1	0	0	1950	NA	NA
1164	0	Yes	Yes	No	Yes	1888	1955	0	99	7	0	0	1935	NA	NA
1165	0	Yes	Yes	No	No	1950	2001	1	26	5	0	0	1973	NA	NA
1166	0	Yes	Yes	No	No	1920	1989	0	7	0	0	0	1970	NA	NA
1167	0	Yes	Yes	Yes	Yes	1906	1965	0	40	1	0	1	1927	NA	1930
1168	0	Yes	Yes	No	Yes	1926	2001	1	39	2	0	0	1942	NA	NA
1169	0	Yes	Yes	No	No	1960	2001	1	9	2	0	0	1986	NA	NA
1170	0	Yes	Yes	No	Yes	1921	1995	0	33	4	0	1	1929	NA	1956
1171	0	Yes	Yes	No	No	1921	1991	0	32	6	0	0	1951	NA	NA
1172	0	Yes	Yes	No	Yes	1928	2000	0	30	5	0	0	1950	NA	NA
1173	0	Yes	Yes	No	Yes	1928	2001	1	18	1	0	1	1949	NA	1950
1174	0	No	Yes	No	Yes	1934	2001	1	31	2	0	0	1954	NA	NA
1175	0	Yes	Yes	No	No	1905	1991	0	19	1	0	0	1924	NA	NA
1176	0	Yes	Yes	No	Yes	1900	1991	0	36	3	0	0	1941	NA	NA
1177	0	Yes	Yes	Yes	Yes	1938	1981	0	61	12	0	3	1943	NA	1955
1178	0	No	Yes	No	Yes	1963	2001	1	16	2	0	0	1984	NA	NA
1179	1	Yes	Yes	No	Yes	1937	2001	1	110	17	0	1	1970	NA	1976
1180	1	No	Yes	No	Yes	1905	1984	0	57	8	0	0	1938	NA	NA
1181	1	No	Yes	No	Yes	1920	2001	1	63	12	0	0	1948	NA	NA
1182	1	Yes	Yes	No	Yes	1905	1966	0	146	16	0	0	1938	NA	NA
1183	1	Yes	Yes	No	No	1921	1992	0	67	7	0	0	1949	NA	NA
1184	1	Yes	Yes	Yes	Yes	1931	1968	0	35	6	0	1	1952	NA	1963
1185	1	Yes	Yes	No	Yes	1940	2001	1	40	6	0	2	1974	NA	1991
1186	0	No	Yes	No	Yes	1945	2001	1	13	2	0	0	1967	NA	NA
1187	1	Yes	Yes	Yes	No	1964	2001	1	34	7	1	1	1982	1995	1995
1188	1	No	Yes	No	Yes	1928	2001	1	55	7	0	0	1954	NA	NA
1189	1	No	Yes	No	Yes	1929	2001	1	32	8	0	1	1972	NA	1994
1190	0	No	Yes	Yes	Yes	1924	2001	1	60	9	0	1	1943	NA	1954
1191	0	Yes	Yes	No	No	1952	2001	1	10	3	0	0	1988	NA	NA
1192	1	Yes	Yes	No	No	1930	2001	1	1	0	0	1	1986	NA	1984
1193	0	No	Yes	No	Yes	1941	2001	1	12	2	0	1	1969	NA	1987
1194	0	No	Yes	No	Yes	1900	1983	0	52	6	1	6	1920	1930	1930
1195	0	No	Yes	No	No	1898	1989	0	80	9	0	0	1932	NA	NA
1196	1	Yes	Yes	No	Yes	1879	1956	0	17	3	0	0	1945	NA	NA
1197	1	No	Yes	No	Yes	1905	1989	0	33	6	0	0	1937	NA	NA
1198	0	Yes	Yes	No	Yes	1902	1970	0	50	1	0	0	1932	NA	NA
1199	1	Yes	Yes	No	Yes	1894	1965	0	6	2	0	0	1950	NA	NA
1200	1	Yes	Yes	No	No	1896	1959	0	144	14	0	0	1924	NA	NA
1201	1	Yes	Yes	No	No	1892	1957	0	183	16	0	0	1914	NA	NA
1202	0	Yes	No	No	Yes	1942	2001	1	17	7	0	0	1977	NA	NA
1203	0	No	Yes	No	Yes	1916	2001	1	60	17	2	5	1935	1946	1939
1204	0	Yes	Yes	No	Yes	1931	2001	1	42	8	1	1	1964	1987	1987
1205	1	No	Yes	Yes	Yes	1932	2001	1	60	4	0	1	1958	NA	1962
1206	0	Yes	Yes	No	Yes	1906	1955	0	20	3	0	0	1931	NA	NA
1207	0	Yes	No	No	Yes	1954	2001	1	11	2	0	1	1985	NA	1985
1208	1	Yes	Yes	Yes	No	1928	2001	1	15	1	0	0	1955	NA	NA
1209	1	Yes	Yes	No	Yes	1915	1985	0	146	30	0	1	1929	NA	1941
1210	1	No	Yes	No	Yes	1901	1978	0	48	5	0	1	1928	NA	1948
1211	1	No	Yes	Yes	Yes	1922	1984	0	20	9	0	1	1949	NA	1965
1212	0	Yes	Yes	No	Yes	1888	1972	0	56	11	0	0	1915	NA	NA
1213	1	No	Yes	No	Yes	1906	1988	0	62	4	0	0	1940	NA	NA
1214	0	Yes	Yes	No	Yes	1957	2001	1	16	1	0	0	1988	NA	NA
1215	1	Yes	Yes	No	Yes	1903	1970	0	113	29	0	0	1934	NA	NA
1216	1	Yes	Yes	No	Yes	1923	2001	1	93	20	0	0	1954	NA	NA
1217	0	Yes	Yes	No	Yes	1892	1974	0	8	3	0	1	1941	NA	1941
1218	0	Yes	Yes	No	Yes	1921	2001	1	8	0	0	0	1946	NA	NA
1219	0	Yes	Yes	No	Yes	1926	2001	1	49	8	1	2	1947	1963	1961
1220	0	No	Yes	No	Yes	1925	2000	0	34	2	0	0	1943	NA	NA
1221	0	No	Yes	No	No	1934	2001	1	24	3	0	0	1961	NA	NA
1222	0	Yes	Yes	No	Yes	1946	2001	1	65	9	1	1	1955	1962	1962
1223	0	Yes	Yes	Yes	Yes	1945	2001	1	21	2	0	1	1956	NA	1956
1224	1	Yes	Yes	No	Yes	1944	2001	1	48	9	0	0	1971	NA	NA
1225	1	Yes	Yes	No	No	1920	1986	0	55	14	0	0	1948	NA	NA
1226	1	Yes	Yes	Yes	Yes	1952	2001	1	35	10	0	0	1982	NA	NA
1227	1	No	Yes	Yes	Yes	1895	1971	0	87	6	1	1	1928	1943	1943
1228	1	Yes	Yes	Yes	Yes	1936	2001	1	25	5	0	0	1964	NA	NA
1229	1	Yes	Yes	No	No	1939	2001	1	24	3	0	0	1968	NA	NA
1230	1	No	Yes	Yes	Yes	1895	1967	0	23	8	1	6	1929	1936	1929
1231	1	Yes	Yes	No	Yes	1925	2001	1	78	17	1	8	1953	1986	1958
1232	1	Yes	Yes	No	Yes	1922	2001	1	59	3	0	0	1950	NA	NA
1233	1	No	Yes	No	Yes	1963	2001	1	11	1	0	0	1986	NA	NA
1234	1	No	Yes	No	Yes	1878	1954	0	16	3	0	0	1941	NA	NA
1235	1	No	Yes	No	Yes	1922	2001	1	28	6	1	2	1926	1966	1966
1236	1	Yes	Yes	No	Yes	1908	1986	0	47	10	0	0	1941	NA	NA
1237	1	Yes	No	No	Yes	1941	2001	1	65	10	0	1	1969	NA	1972
1238	0	Yes	Yes	Yes	No	1911	1990	0	47	9	0	1	1929	NA	1943
1239	0	No	Yes	No	Yes	1965	2001	1	7	0	0	0	1983	NA	NA
1240	0	No	Yes	No	Yes	1940	2001	1	7	1	0	1	1966	NA	1989
1241	0	Yes	No	No	Yes	1918	1990	0	17	2	0	0	1947	NA	NA
1242	0	No	Yes	No	Yes	1907	1991	0	20	5	1	1	1933	1984	1984
1243	0	Yes	Yes	No	No	1925	1999	0	11	2	0	1	1952	NA	1958
1244	0	Yes	Yes	Yes	Yes	1920	2001	1	23	4	0	1	1942	NA	1955
1245	0	Yes	Yes	No	No	1892	1978	0	23	3	0	1	1919	NA	1965
1246	0	Yes	Yes	No	Yes	1915	1982	0	11	5	0	0	1935	NA	NA
1247	0	Yes	Yes	No	Yes	1949	2001	1	18	4	0	1	1974	NA	1978
1248	0	Yes	Yes	No	Yes	1940	2001	1	23	7	0	0	1971	NA	NA
1249	0	Yes	Yes	No	Yes	1916	2001	1	20	4	0	0	1955	NA	NA
1250	1	No	Yes	No	Yes	1920	1992	0	63	9	0	0	1954	NA	NA
1251	1	Yes	Yes	No	Yes	1945	2001	1	27	3	0	1	1984	NA	1993
1252	1	No	Yes	No	Yes	1920	1983	0	43	4	0	0	1937	NA	NA
1253	1	No	Yes	No	No	1912	1984	0	61	11	0	0	1936	NA	NA
1254	1	Yes	Yes	No	Yes	1922	1995	0	10	2	0	0	1964	NA	NA
1255	1	No	Yes	No	No	1913	1994	0	108	7	0	0	1939	NA	NA
1256	1	Yes	Yes	No	No	1927	2001	1	98	24	0	2	1958	NA	1960
1257	1	No	Yes	Yes	Yes	1916	1977	0	49	9	1	2	1938	1976	1971
1258	1	No	Yes	No	Yes	1953	2001	1	24	3	0	1	1973	NA	1977
1259	1	Yes	Yes	No	Yes	1939	2001	1	53	5	0	1	1963	NA	1997
1260	1	Yes	Yes	No	Yes	1917	1996	0	40	9	0	0	1941	NA	NA
1261	1	No	Yes	No	Yes	1946	2001	1	5	0	0	0	1977	NA	NA
1262	1	No	Yes	No	Yes	1932	2001	1	57	14	0	7	1955	NA	1962
1263	1	No	Yes	No	No	1925	1980	0	70	12	0	2	1951	NA	1964
1264	1	Yes	Yes	No	No	1912	1968	0	34	4	0	0	1951	NA	NA
1265	1	No	Yes	No	No	1921	2001	1	93	15	2	3	1940	1960	1951
1267	1	Yes	Yes	No	No	1913	1985	0	9	0	0	0	1955	NA	NA
1268	1	Yes	Yes	No	Yes	1894	1974	0	64	9	0	0	1920	NA	NA
1269	1	Yes	Yes	No	Yes	1932	2001	1	35	8	0	0	1970	NA	NA
1270	1	Yes	Yes	No	Yes	1930	2001	1	38	6	0	0	1968	NA	NA
1271	1	Yes	Yes	No	Yes	1925	2001	1	49	4	0	0	1951	NA	NA
1272	1	No	Yes	Yes	Yes	1905	1975	0	24	3	0	0	1938	NA	NA
1273	1	No	Yes	No	Yes	1930	2001	1	123	13	0	0	1949	NA	NA
1274	1	Yes	Yes	No	Yes	1890	1981	0	118	14	0	0	1914	NA	NA
1275	0	Yes	Yes	No	Yes	1920	1993	0	5	0	0	0	1948	NA	NA
1276	0	No	Yes	No	No	1938	2001	1	2	1	0	0	1964	NA	NA
1277	1	Yes	Yes	No	Yes	1887	1960	0	290	24	0	0	1931	NA	NA
1278	0	Yes	Yes	Yes	Yes	1932	2001	1	63	18	0	3	1950	NA	1961
1279	0	Yes	Yes	Yes	Yes	1956	2001	1	26	4	0	0	1976	NA	NA
1280	1	Yes	Yes	No	No	1888	1953	0	66	14	0	0	1931	NA	NA
1281	1	Yes	Yes	No	Yes	1949	2001	1	33	7	0	0	1977	NA	NA
1282	0	Yes	Yes	No	No	1915	1960	0	23	5	0	0	1935	NA	NA
1283	0	No	Yes	No	Yes	1932	2001	1	33	5	0	0	1952	NA	NA
1284	0	Yes	Yes	No	Yes	1908	1978	0	30	8	0	0	1935	NA	NA
1285	0	Yes	Yes	No	No	1967	2001	1	5	1	0	1	1976	NA	1977
1286	1	Yes	Yes	No	Yes	1944	2001	1	33	6	0	0	1977	NA	NA
1287	0	No	Yes	No	Yes	1927	1980	0	32	6	0	1	1953	NA	1963
1288	1	Yes	Yes	No	No	1899	1974	0	80	5	0	0	1930	NA	NA
1289	1	Yes	Yes	No	Yes	1904	1991	0	137	12	0	1	1931	NA	1937
1290	1	No	Yes	No	Yes	1962	2001	1	9	6	0	2	1991	NA	1993
1291	1	Yes	Yes	No	Yes	1916	1987	0	26	5	0	0	1952	NA	NA
1292	1	No	Yes	No	Yes	1902	1983	0	70	17	0	2	1933	NA	1949
1293	1	Yes	Yes	No	No	1899	1963	0	119	10	0	0	1937	NA	NA
1294	1	Yes	Yes	No	No	1918	2001	1	47	9	0	0	1938	NA	NA
1295	1	Yes	Yes	No	No	1953	2001	1	65	12	0	1	1968	NA	1973
1296	1	No	Yes	Yes	Yes	1940	1995	0	42	4	0	0	1969	NA	NA
1297	1	Yes	Yes	No	Yes	1890	1965	0	80	15	0	0	1941	NA	NA
1298	1	No	Yes	No	Yes	1926	1989	0	31	6	0	0	1957	NA	NA
1299	1	No	Yes	Yes	Yes	1908	1986	0	153	15	1	1	1929	1945	1945
1300	1	Yes	Yes	No	No	1902	1976	0	168	22	0	0	1938	NA	NA
1301	1	Yes	Yes	No	Yes	1905	1980	0	48	10	0	0	1939	NA	NA
1302	1	No	Yes	No	Yes	1896	1983	0	55	14	0	1	1931	NA	1940
1303	1	Yes	Yes	No	No	1895	1981	0	32	1	0	0	1924	NA	NA
1304	1	Yes	Yes	Yes	Yes	1919	2001	1	43	6	1	1	1944	1957	1957
1305	1	No	Yes	No	No	1903	1980	0	54	5	0	0	1931	NA	NA
1306	1	Yes	Yes	No	Yes	1901	1991	0	172	15	0	0	1922	NA	NA
1307	0	Yes	Yes	No	Yes	1937	2001	1	13	2	0	0	1967	NA	NA
1308	1	Yes	Yes	No	Yes	1939	2001	1	27	4	0	0	1964	NA	NA
1309	1	No	Yes	No	Yes	1908	1990	0	52	12	1	2	1930	1964	1963
